iata,name,city,state,country,latitude,longitude,death
OWB,Owensboro-Daviess County,Owensboro,KY,USA,37.74011111,-87.16683333,410.0
OWD,Norwood Memorial,Norwood,MA,USA,42.19079694,-71.17310389,419.0
OWI,Ottawa Municipal,Ottawa,KS,USA,38.53866667,-95.25297222,386.0
OWK,Central Maine,Norridgewock,ME,USA,44.7155,-69.86647222,71.0
OWX,Putnam County,Ottawa,OH,USA,41.0355825,-83.98202444,3.0
OXB,Ocean City,Ocean City,MD,USA,38.31044444,-75.12397222,461.0
OXC,Waterbury-Oxford,Oxford,CT,USA,41.47855556,-73.13525,301.0
OXD,Miami University,Oxford,OH,USA,39.50203917,-84.7841425,0.0
OXI,Starke County,Knox,IN,USA,41.3301875,-86.66473194,0.0
OXR,Oxnard,Oxnard,CA,USA,34.20080083,-119.2072164,296.0
OXV,Knoxville Municipal,Knoxville,IA,USA,41.29888556,-93.11381556,171.0
OYM,St Marys Muni,St Marys,PA,USA,41.41247778,-78.50263139,0.0
OZA,Ozona Municipal,Ozona,TX,USA,30.73528028,-101.2029719,140.0
OZW,Livingston County,Howell,MI,USA,42.62950694,-83.98417361,0.0
P01,Ajo Municipal,Ajo,AZ,USA,32.45005694,-112.8673778,301.0
P04,Bisbee Municipal,Bisbee,AZ,USA,31.36399028,-109.8831286,374.0
P08,Coolidge Municipal,Coolidge,AZ,USA,32.93594444,-111.4265278,0.0
P13,San Carlos Apache,Globe,AZ,USA,33.35314722,-110.6673611,190.0
P14,Holbrook Municipal,Holbrook,AZ,USA,34.93891389,-110.1395656,223.0
P20,Avi Suquilla,Parker,AZ,USA,34.15063889,-114.2712222,0.0
P32,H.A. Clark Memorial,Williams,AZ,USA,35.30223222,-112.1940575,0.0
P33,Cochise County,Willcox,AZ,USA,32.24540278,-109.8946319,0.0
P45,Mount Pleasant-Scottdale,Mount Pleasant,PA,USA,40.10840556,-79.54142694,404.0
P52,Cottonwood,Cottonwood,AZ,USA,34.73002111,-112.0351569,290.0
P53,Rostraver,Monongahela,PA,USA,40.20972222,-79.83144444,0.0
PAE,Snohomish County,Everett,WA,USA,47.90762861,-122.2815892,251.0
PAH,Barkley Regional,Paducah,KY,USA,37.06083333,-88.77375,462.0
PAK,Port Allen,Hanapepe,HI,USA,21.89686833,-159.6033217,273.0
PAN,Payson,Payson,AZ,USA,34.25683639,-111.3392558,184.0
PAO,Palo Alto Arpt of Santa Clara Co,Palo Alto,CA,USA,37.46111944,-122.1150444,199.0
PAQ,Palmer Municipal,Palmer,AK,USA,61.59474194,-149.0888242,141.0
PBF,Grider,Pine Bluff,AR,USA,34.17498722,-91.93472028,0.0
PBH,Price County,Phillips,WI,USA,45.70895028,-90.40248472,24.0
PBI,Palm Beach International,West Palm Beach,FL,USA,26.68316194,-80.09559417,453.0
PBV,St. George,St. George,AK,USA,56.57735278,-169.6637361,250.0
PCK,Porcupine Creek,Porcupine Creek,AK,USA,67.23789833,-150.2860608,22.0
PCM,Plant City Municipal,Plant City,FL,USA,28.00021667,-82.16424167,141.0
PCW,Carl R. Keller,Port Clinton,OH,USA,41.51627778,-82.86869444,0.0
PCZ,Waupaca Municipal,Waupaca,WI,USA,44.33368778,-89.01549861,0.0
PDC,Prairie Du Chien Municipal,Prairie Du Chien,WI,USA,43.01928889,-91.12374722,0.0
PDK,Dekalb-Peachtree,Atlanta,GA,USA,33.87560444,-84.30196778,0.0
PDT,Eastern Oregon Regional At Pendleton,Pendleton,OR,USA,45.69505556,-118.8414444,288.0
PDX,Portland Intl,Portland,OR,USA,45.58872222,-122.5975,329.0
PEA,Pella Municipal,Pella,IA,USA,41.40006667,-92.94588333,482.0
PEC,Pelican SPB,Pelican,AK,USA,57.95517222,-136.2362733,398.0
PEO,Penn Yan,Penn Yan,NY,USA,42.63813556,-77.05306083,497.0
PEQ,Pecos Municipal,Pecos City,TX,USA,31.3823575,-103.5107017,137.0
PEZ,Pleasanton Municipal,Pleasanton,TX,USA,28.95419444,-98.51998917,2.0
PFN,Panama City-Bay County International,Panama City,FL,USA,30.21208333,-85.68280556,0.0
PGA,Page Municipal,Page,AZ,USA,36.92611111,-111.4483611,149.0
PGD,Charlotte County,Punta Gorda,FL,USA,26.92019444,-81.99052778,0.0
PGM,Port Graham,Port Graham,AK,USA,59.34825944,-151.8315389,400.0
PGR,Kirk,Paragould,AR,USA,36.06352944,-90.50986028,0.0
PGV,Pitt-Greenville,Greenville,NC,USA,35.63523944,-77.38532028,328.0
PHD,Harry Clever,New Philadelphia,OH,USA,40.47091667,-81.41975,169.0
PHF,Newport News/Williamsburg International,Newport News,VA,USA,37.13189556,-76.4929875,496.0
PHG,Phillipsburg Municipal,Phillipsburg,KS,USA,39.73530556,-99.31741667,0.0
PHH,Andrews Municipal,Andrews,SC,USA,33.45169472,-79.52620111,0.0
PHK,Palm Beach County Glades,Pahokee,FL,USA,26.78503861,-80.69335528,0.0
PHL,Philadelphia Intl,Philadelphia,PA,USA,39.87195278,-75.24114083,0.0
PHN,St Clair County International,Port Huron,MI,USA,42.91095778,-82.52886139,0.0
PHO,Point Hope,Point Hope,AK,USA,68.34877417,-166.7993086,191.0
PHP,Philip,Philip,SD,USA,44.04862722,-101.5990603,0.0
PHT,Henry County,Paris,TN,USA,36.33822472,-88.38287861,0.0
PHX,Phoenix Sky Harbor International,Phoenix,AZ,USA,33.43416667,-112.0080556,350.0
PIA,Greater Peoria Regional,Peoria,IL,USA,40.66424333,-89.69330556,109.0
PIB,Hattiesburg-Laurel Regional,Hattiesburg-Laurel,MS,USA,31.46714944,-89.33705778,0.0
PIE,St. Petersburg-Clearwater International,St. Petersburg,FL,USA,27.91076333,-82.68743944,0.0
PIH,Pocatello Regional,Pocatello,ID,USA,42.91130556,-112.5958611,242.0
PIL,Port Isabel-Cameron County,Port Isabel,TX,USA,26.16621,-97.34588611,0.0
PIM,Callaway Gardens-Harris County,Pine Mountain,GA,USA,32.84069444,-84.88244444,0.0
PIR,Pierre Regional,Pierre,SD,USA,44.38267694,-100.285965,121.0
PIT,Pittsburgh International,Pittsburgh,PA,USA,40.49146583,-80.23287083,346.0
PIZ,Point Lay Dew Station,Point Lay,AK,USA,69.732875,-163.0053417,445.0
PJY,Pinckneyville-Duquoin,Pinckneyville-Duquoin,IL,USA,37.97788417,-89.36044889,103.0
PKA,Napaskiak,Napaskiak,AK,USA,60.70369056,-161.7767367,290.0
PKB,Wood Cty/Gill Robb Wilson,Parkersburg,WV,USA,39.34510333,-81.43920194,0.0
PKD,Park Rapids Municipal,Park Rapids,MN,USA,46.90062583,-95.07313278,0.0
PKF,Park Falls Municipal,Park Falls,WI,USA,45.95502361,-90.42441806,0.0
PLB,Clinton Cty,Plattsburgh,NY,USA,44.68751861,-73.52452306,446.0
PLD,Portland Municipal,Portland,IN,USA,40.45076167,-84.99007917,0.0
PLN,Pellston Regional  of Emmet County,Pellston,MI,USA,45.5709275,-84.796715,472.0
PLR,St Clair County,Pell City,AL,USA,33.55883333,-86.24905556,273.0
PMB,Pembina Municipal,Pembina,ND,USA,48.9425,-97.24083333,163.0
PMD,Palmdale Production Flight,Palmdale,CA,USA,34.62938889,-118.0845528,324.0
PMH,Greater Portsmouth Regional,Portsmouth,OH,USA,38.84047,-82.84731361,0.0
PMP,Pompano Beach Airpark,Pompano Beach,FL,USA,26.24713889,-80.11105556,320.0
PMV,Plattsmouth Municipal,Plattsmouth,NE,USA,40.95025,-95.91788889,141.0
PMX,Metropolitan,Palmer,MA,USA,42.22328722,-72.31138694,322.0
PMZ,Plymouth Municipal,Plymouth,NC,USA,35.80843944,-76.75927694,0.0
PNA,Ralph Wenz,Pinedale,WY,USA,42.79549917,-109.8070944,0.0
PNC,Ponca City Municipal,Ponca City,OK,USA,36.73058417,-97.09976833,0.0
PNE,Northeast Philadelphia,Philadelphia,PA,USA,40.08194417,-75.01058667,398.0
PNM,Princeton Municipal,Princeton,MN,USA,45.55986778,-93.60821611,0.0
PNN,Princeton Municipal,Princeton,ME,USA,45.20066667,-67.56438889,117.0
PNP,Pilot Point,Pilot Point,AK,USA,57.58038056,-157.5674444,233.0
PNS,Pensacola Regional,Pensacola,FL,USA,30.47330556,-87.18744444,0.0
POC,Brackett,La Verne,CA,USA,34.09164833,-117.7817803,17.0
POF,Poplar Bluff Municipal,Poplar Bluff,MO,USA,36.77394444,-90.32484722,0.0
POH,Pocahontas Municipal,Pocahontas,IA,USA,42.74280556,-94.64730556,463.0
POU,Dutchess Cty,Poughkeepsie,NY,USA,41.62661111,-73.88411111,467.0
POY,Powell Muni,Powell,WY,USA,44.86797222,-108.793,0.0
PPA,Perry Lefors,Pampa,TX,USA,35.61298806,-100.9962608,490.0
PPC,Prospect Creek,Prospect Creek,AK,USA,66.81288139,-150.6437925,180.0
PPF,Tri City,Parsons,KS,USA,37.33125778,-95.50900667,0.0
PPG,Pago Pago International,Pago Pago,AS,USA,14.33102278,-170.7105258,342.0
PPO,La Porte Municipal,La Porte,IN,USA,41.57276194,-86.73413139,22.0
PPQ,Pittsfield Penstone Municipal,Pittsfield,IL,USA,39.63885556,-90.77843111,0.0
PQI,Northern Maine Regional,Presque Isle,ME,USA,46.68896,-68.04479972,289.0
PQL,Trent Lott International,Pascagoula,MS,USA,30.46278111,-88.52922778,475.0
PQN,Pipestone Municipal,Pipestone,MN,USA,43.98330333,-96.30031083,0.0
PR03,Fajardo Harbor Seaplane Base,Fajardo,PR,USA,18.339675,-65.62460583,173.0
PRB,Paso Robles Municipal,Paso Robles,CA,USA,35.67288611,-120.6270558,21.0
PRC,Ernest A. Love,Prescott,AZ,USA,34.65447222,-112.4195833,0.0
PRG,Edgar County,Paris,IL,USA,39.70015944,-87.66961861,0.0
PRN,Greenville Municipal,Greenville,AL,USA,31.84540222,-86.61044583,0.0
PRO,Perry Municipal,Perry,IA,USA,41.82801306,-94.15990361,0.0
PRX,Cox,Paris,TX,USA,33.63660667,-95.45073194,0.0
PSB,Mid-State,Philipsburg,PA,USA,40.88439139,-78.08734167,0.0
PSC,Tri-Cities,Pasco,WA,USA,46.26468028,-119.1190292,176.0
PSE,Mercedita,Ponce,PR,USA,18.00830278,-66.56301194,134.0
PSF,Pittsfield Municipal,Pittsfield,MA,USA,42.42684667,-73.29292806,218.0
PSG,James C. Johnson Petersburg,Petersburg,AK,USA,56.80165194,-132.9452781,347.0
PSK,New River Valley,Dublin,VA,USA,37.13734528,-80.67848167,453.0
PSM,Pease International Tradeport,Portsmouth,NH,USA,43.07795889,-70.82327333,105.0
PSN,Palestine Municipal,Palestine,TX,USA,31.77969444,-95.70630556,0.0
PSP,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531,305.0
PSX,Palacios Municipal,Palacios,TX,USA,28.72751778,-96.2509675,131.0
PTB,Dinwiddie County,Petersburg,VA,USA,37.18375833,-77.50738889,0.0
PTD,Potsdam Muni-Damon,Potsdam,NY,USA,44.67666917,-74.94844639,228.0
PTH,Port Heiden,Port Heiden,AK,USA,56.95943333,-158.6318208,19.0
PTK,Oakland-Pontiac,Pontiac,MI,USA,42.66520389,-83.41870917,495.0
PTN,Harry P. Williams Memorial,Patterson,LA,USA,29.71081917,-91.33971778,4.0
PTS,Atkinson Municipal,Pittsburg,KS,USA,37.44855556,-94.73133333,288.0
PTT,Pratt Industrial,Pratt,KS,USA,37.7000175,-98.7462025,170.0
PTU,Platinum,Platinum,AK,USA,59.01135611,-161.8196661,426.0
PTV,Porterville Municipal,Porterville,CA,USA,36.02960778,-119.0627311,63.0
PTW,Pottstown Limerick,Pottstown,PA,USA,40.23957167,-75.55662528,293.0
PUB,Pueblo Memorial,Pueblo,CO,USA,38.28908722,-104.4965722,452.0
PUC,Carbon County,Price,UT,USA,39.61391556,-110.7514183,0.0
PUW,Pullman/Moscow Regional,"Pullman/Moscow,ID",WA,USA,46.74386111,-117.1095833,204.0
PVB,Platteville Municipal,Platteville,WI,USA,42.68935583,-90.44439278,0.0
PVC,Provincetown Municipal,Provincetown,MA,USA,42.07199833,-70.22137667,252.0
PVD,Theodore F Green State,Providence,RI,USA,41.72399917,-71.42822111,273.0
PVF,Placerville,Placerville,CA,USA,38.72421806,-120.753325,451.0
PVG,Hampton Roads Executive,Portsmouth,VA,USA,36.78014889,-76.44883472,426.0
PVJ,Pauls Valley Municipal,Pauls Valley,OK,USA,34.71105361,-97.22321694,222.0
PVU,Provo Muni,Provo,UT,USA,40.21919444,-111.7233611,119.0
PVW,Hale County,Plainview,TX,USA,34.16814722,-101.7173361,449.0
PWA,Wiley Post,Oklahoma City,OK,USA,35.53455,-97.64721556,0.0
PWC,Pine River Regional,Pine River,MN,USA,46.7247875,-94.3817,277.0
PWD,Sher-Wood,Plentywood,MT,USA,48.79030583,-104.533845,0.0
PWG,McGregor Exectuive,Waco,TX,USA,31.48491667,-97.31652778,0.0
PWK,Palwaukee,Chicago/Wheeling/Prospect Heights,IL,USA,42.11418083,-87.90148083,96.0
PWM,Portland International Jetport,Portland,ME,USA,43.64616667,-70.30875,425.0
PWT,Bremerton National,Bremerton,WA,USA,47.49275361,-122.7624286,97.0
PXE,Perry-Houston Couty,Perry,GA,USA,32.51058333,-83.76733333,0.0
PYG,Pageland,Pageland,SC,USA,34.74213889,-80.34519444,0.0
PYM,Plymouth Municipal,Plymouth,MA,USA,41.90902444,-70.72878778,188.0
PYX,Perryton Ochiltree County,Perryton,TX,USA,36.41200333,-100.7517883,66.0
PZQ,Presque Isle County,Rogers City,MI,USA,45.40709667,-83.81288556,169.0
Q00,Littlefield Municipal,Littlefield,TX,USA,33.92395306,-102.3866831,0.0
Q06,City of Tulia/Swisher County Municipal,Tulia,TX,USA,34.56682472,-101.7814611,0.0
Q14,San Juan Pueblo,Espanola,NM,USA,36.02502306,-106.0464114,111.0
Q16,Reserve,Reserve,NM,USA,33.70005472,-108.8506214,359.0
Q17,Boonville,Boonville,CA,USA,39.0126775,-123.3827864,115.0
Q21,Brownsville,Brownsville,CA,USA,39.45544417,-121.2913511,67.0
Q24,Levelland Municipal,Levelland,TX,USA,33.54980833,-102.3727333,0.0
Q25,Dinsmore,Dinsmore,CA,USA,40.49291944,-123.5997589,447.0
Q26,Terry County,Brownfield,TX,USA,33.173675,-102.1926208,0.0
Q31,Sequoia,Visalia,CA,USA,36.44856139,-119.3190056,379.0
Q34,Portales Municipal,Portales,NM,USA,34.14547222,-103.4103333,0.0
Q35,Springerville Babbitt,Springerville,AZ,USA,34.1286575,-109.3114756,0.0
Q37,Carrizozo Municipal,Carrizozo,NM,USA,33.64886139,-105.895685,409.0
Q41,Floydada Municipal,Floydada,TX,USA,34.00230056,-101.330435,462.0
Q42,Springer Municipal,Springer,NM,USA,36.32697806,-104.6197117,441.0
Q44,Beaver Municipal,Beaver,OK,USA,36.79891472,-100.5298708,382.0
Q49,Firebaugh,Firebaugh,CA,USA,36.85998861,-120.4644675,79.0
Q53,Franklin,Franklin,CA,USA,38.30491306,-121.4296736,226.0
Q55,Dimmitt Municipal,Dimmitt,TX,USA,34.56673556,-102.3226947,345.0
Q58,Santa Rosa Municipal,Santa Rosa,NM,USA,34.93442472,-104.643065,0.0
Q61,Georgetown,Georgetown,CA,USA,38.92111389,-120.8647944,442.0
Q68,Pine Mountain Lake,Groveland,CA,USA,37.86166667,-120.1778889,53.0
Q72,Hayfork,Hayfork,CA,USA,40.54708833,-123.1816953,3.0
Q84,Mendota,Mendota,CA,USA,36.75800528,-120.3712794,56.0
Q88,Paradise Skypark,Paradise,CA,USA,39.70960639,-121.6163617,165.0
Q94,Rio Linda,Rio Linda,CA,USA,38.67601389,-121.4455092,246.0
Q95,Ruth,Ruth,CA,USA,40.21125917,-123.2975231,137.0
Q99,South County  of Santa Clara Co,San Martin,CA,USA,37.08158611,-121.5968056,421.0
RAC,John H Batten,Racine,WI,USA,42.76119139,-87.81389806,395.0
RAL,Riverside Municipal,Riverside,CA,USA,33.95187528,-117.4451017,279.0
RAP,Rapid City Regional,Rapid City,SD,USA,44.04532139,-103.0573708,0.0
RBD,Redbird,Dallas,TX,USA,32.68086111,-96.86819444,96.0
RBE,Bassett Municipal,Bassett,NE,USA,42.56966667,-99.56836111,0.0
RBG,Roseburg Regional,Roseburg,OR,USA,43.23878306,-123.3558617,367.0
RBL,Red Bluff Municipal,Red Bluff,CA,USA,40.15065667,-122.2522903,57.0
RBW,Walterboro Municipal,Walterboro,SC,USA,32.92052778,-80.64125,482.0
RBY,Ruby,Ruby,AK,USA,64.72721556,-155.4698886,250.0
RCA,Ellsworth AFB,,,USA,44.145094,-103.103567,434.0
RCR,Fulton County,Rochester,IN,USA,41.06554833,-86.18170444,494.0
RCX,Rusk County,Ladysmith,WI,USA,45.49825694,-91.00186361,0.0
RDD,Redding Municipal,Redding,CA,USA,40.50898361,-122.2934019,277.0
RDG,"Reading Muni,Gen Carl A Spaatz",Reading,PA,USA,40.3785,-75.96525,0.0
RDK,Red Oak Municipal,Red Oak,IA,USA,41.01052778,-95.25986111,241.0
RDM,Roberts,Redmond,OR,USA,44.25406722,-121.1499633,95.0
RDR,Grand Forks AFB,,,USA,47.961167,-97.401167,0.0
RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222,372.0
RDV,Red Devil,Red Devil,AK,USA,61.78764333,-157.3479344,333.0
RED,Red Lodge,Red Lodge,MT,USA,45.18744472,-109.2673778,216.0
RFD,Greater Rockford,Rockford,IL,USA,42.19536389,-89.09721111,164.0
RFG,Refugio-Rooke,Refugio,TX,USA,28.29361694,-97.32304833,0.0
RGK,Red Wing Municipal,Red Wing,MN,USA,44.58935611,-92.48496889,9.0
RHI,Rhinelander-Oneida County,Rhinelander,WI,USA,45.63119306,-89.46745361,419.0
RHV,Reid-Hillview of Santa Clara Co,San Jose,CA,USA,37.33287306,-121.8197947,419.0
RIC,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667,417.0
RID,Richmond Municipal,Richmond,IN,USA,39.75721528,-84.84282,0.0
RIF,Richfield Muni,Richfield,UT,USA,38.73643611,-112.0989444,0.0
RIL,Garfield County Regional,Rifle,CO,USA,39.526315,-107.7269403,0.0
RIU,Rancho Murieta,Rancho Murieta,CA,USA,38.4887975,-121.1024447,73.0
RIV,March,Riverside,CA,USA,33.88057333,-117.2594836,75.0
RIW,Riverton Regional,Riverton,WY,USA,43.064235,-108.4598411,0.0
RKD,Knox County Regional,Rockland,ME,USA,44.06008333,-69.09925,256.0
RKP,Aransas County,Rockport,TX,USA,28.08677778,-97.04461111,397.0
RKR,Robert S Kerr,Poteau,OK,USA,35.02162639,-94.6212525,412.0
RKS,Rock Springs-Sweetwater County,Rock Springs,WY,USA,41.5942175,-109.0651928,50.0
RKW,Rockwood Municipal,Rockwood,TN,USA,35.922295,-84.68966278,187.0
RLD,Richland,Richland,WA,USA,46.305635,-119.3041853,134.0
RME,Griffis Airpark,Rome,NY,USA,43.23379861,-75.40703333,80.0
RMG,Richard B Russell,Rome,GA,USA,34.35060111,-85.15801389,0.0
RMP,Rampart,Rampart,AK,USA,65.50786222,-150.1428047,124.0
RMY,Brooks,Marshall,MI,USA,42.25118111,-84.9554525,422.0
RNC,Warren County Memorial,McMinnville,TN,USA,35.69870944,-85.84381722,0.0
RNH,New Richmond Municipal,New Richmond,WI,USA,45.14831139,-92.53806139,0.0
RNM,Ramona,Ramona,CA,USA,33.038905,-116.9136392,92.0
RNO,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647,178.0
RNT,Renton Municipal,Renton,WA,USA,47.49313889,-122.21575,224.0
RNV,Cleveland Municipal,Cleveland,MS,USA,33.76114056,-90.75787528,0.0
ROA,Roanoke Regional/ Woodrum,Roanoke,VA,USA,37.32546833,-79.97542833,0.0
ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389,0.0
ROG,Rogers Municipal-Carter,Rogers,AR,USA,36.37229667,-94.10686972,0.0
ROP,Prachinburi,,,Thailand,14.078333,101.378334,135.0
ROR,Babelthoup/Koror,,,Palau,7.367222,134.544167,412.0
ROS,Rush City Regional,Rush City,MN,USA,45.69801389,-92.95298972,0.0
ROW,Roswell Industrial Air Center,Roswell,NM,USA,33.30155556,-104.5305556,66.0
ROX,Roseau Municipal,Roseau,MN,USA,48.85603806,-95.69703861,0.0
RPB,Belleville Municipal,Belleville,KS,USA,39.81790861,-97.659625,212.0
RPD,Rice Lake Regional-Carl's,Rice Lake,WI,USA,45.41809056,-91.77365194,25.0
RPX,Roundup,Roundup,MT,USA,46.47357528,-108.5576333,369.0
RQB,Roben-Hood,Big Rapids,MI,USA,43.72263278,-85.50407333,0.0
RQE,Window Rock,Window Rock,AZ,USA,35.65205556,-109.0673889,339.0
RRL,Merrill Municipal,Merrill,WI,USA,45.19927083,-89.71143389,0.0
RRT,Warroad Intl Swede Carlson,Warroad,MN,USA,48.94138889,-95.34838889,0.0
RSH,Russian Mission,Russian Mission,AK,USA,61.77967583,-161.3194772,448.0
RSL,Russell Municipal,Russell,KS,USA,38.87212222,-98.81177611,49.0
RSN,Ruston Regional,Ruston,LA,USA,32.51444444,-92.58833333,0.0
RST,Rochester International,Rochester,MN,USA,43.90882639,-92.49798722,0.0
RSV,Robinson Municipal,Robinson,IL,USA,39.01604222,-87.649775,48.0
RSW,Southwest Florida International,Ft. Myers,FL,USA,26.53616667,-81.75516667,119.0
RTN,Raton Municipal/Crews,Raton,NM,USA,36.74152778,-104.5021833,182.0
RUE,Russellville Municipal,Russellville,AR,USA,35.25914667,-93.09326611,417.0
RUG,Rugby Municipal,Rugby,ND,USA,48.39035917,-100.0242739,0.0
RUQ,Rowan County,Salisbury,NC,USA,35.64588583,-80.52029306,106.0
RUT,Rutland State,Rutland,VT,USA,43.52990694,-72.949615,379.0
RVJ,Reidsville,Reidsville,GA,USA,32.05897222,-82.15172222,368.0
RVL,Mifflin Cty,Reedsville,PA,USA,40.67737417,-77.62682833,104.0
RVN,Hawkins County,Rogersville,TN,USA,36.45757917,-82.88503722,0.0
RVS,"Richard Lloyd Jones, Jr.",Tulsa,OK,USA,36.0396275,-95.984635,0.0
RWF,Redwood Falls Muni,Redwood Falls,MN,USA,44.54720389,-95.082255,127.0
RWI,Rocky Mount Wilson,Rocky Mount,NC,USA,35.85498861,-77.89295611,443.0
RWL,Rawlins Muni,Rawlins,WY,USA,41.8055975,-107.19994,0.0
RWN,Arens,Winamac,IN,USA,41.09226306,-86.61287111,0.0
RXE,Rexburg-Madison County,Rexburg,ID,USA,43.83391139,-111.805105,0.0
RYN,Ryan,Tucson,AZ,USA,32.14308333,-111.1728611,0.0
RYV,Watertown Municipal,Watertown,WI,USA,43.16963222,-88.72321222,54.0
RYY,Cobb County-McCollum,Marietta,GA,USA,34.01315611,-84.59854472,296.0
RZL,Jasper County,Rensselaer,IN,USA,40.94789861,-87.18257944,390.0
RZN,Burnett County,Siren,WI,USA,45.8227275,-92.37250083,0.0
RZT,Ross County,Chillicothe,OH,USA,39.44136778,-83.02251556,0.0
RZZ,Halifax County,Roanoke Rapids,NC,USA,36.43945583,-77.70934139,0.0
S01,Conrad,Conrad,MT,USA,48.16863889,-111.9764722,377.0
S03,Ashland Muni-Sumner Parker,Ashland,OR,USA,42.19028361,-122.6606283,392.0
S05,Bandon State,Bandon,OR,USA,43.08733083,-124.4095578,327.0
S07,Bend Muni,Bend,OR,USA,44.09483333,-121.2006389,279.0
S10,Chelan Muni,Chelan,WA,USA,47.86597139,-119.9427053,252.0
S12,Albany Municipal,Albany,OR,USA,44.63781639,-123.0594486,264.0
S18,Forks,Forks,WA,USA,47.94146583,-124.3929867,123.0
S21,Sunriver,Sunriver,OR,USA,43.87633333,-121.4530556,460.0
S23,Ione Municipal,Ione,WA,USA,48.70727528,-117.4126036,4.0
S24,Sandusky Co,Fremont,OH,USA,41.29570556,-83.03723056,0.0
S25,Watford City Municipal,Watford City,ND,USA,47.79569972,-103.2536992,0.0
S27,Kalispell City,Kalispell,MT,USA,48.17856944,-114.3037408,0.0
S28,International Peace Garden,Dunseith,ND,USA,48.99778194,-100.0434589,115.0
S30,Lebanon State,Lebanon,OR,USA,44.529845,-122.9295336,252.0
S31,Lopez Island,Lopez,WA,USA,48.48259944,-122.9368444,409.0
S32,Cooperstown Municipal,Cooperstown,ND,USA,47.42277361,-98.10587139,218.0
S33,City-County,Madras,OR,USA,44.66623139,-121.1631,107.0
S34,Plains,Plains,MT,USA,47.47243611,-114.900135,54.0
S39,Prineville,Prineville,OR,USA,44.28699389,-120.9038328,118.0
S40,Prosser,Prosser,WA,USA,46.212355,-119.7928122,38.0
S43,Harvey,Snohomish,WA,USA,47.90815306,-122.1054072,333.0
S45,Siletz Bay State,Siletz Bay (Gleneden Beach),OR,USA,44.87761139,-124.0284472,343.0
S47,Tillamook,Tillamook,OR,USA,45.41824194,-123.8143839,460.0
S50,Auburn Municipal,Auburn,WA,USA,47.32815583,-122.2265092,431.0
S52,Methow Valley State,Winthrop,WA,USA,48.42070056,-120.1470264,69.0
S59,Libby,Libby,MT,USA,48.28384528,-115.4902453,489.0
S60,Kenmore Air Harbor Inc,Kenmore,WA,USA,47.75482,-122.2592931,490.0
S64,Stanford,Stanford,MT,USA,47.14718944,-110.2299289,0.0
S66,Homedale Municipal,Homedale,ID,USA,43.61488056,-116.9215372,140.0
S67,Nampa Muni,Nampa,ID,USA,43.58133333,-116.5230556,24.0
S68,Orofino Municipal,Orofino,ID,USA,46.49129139,-116.2768061,350.0
S69,Lincoln,Lincoln,MT,USA,46.97494083,-112.6447606,86.0
S70,Othello Muni,Othello,WA,USA,46.79486278,-119.0802875,215.0
S71,Edgar G Obie,Chinook,MT,USA,48.59194444,-109.2488889,0.0
S72,St Maries Municipal,St Maries,ID,USA,47.32768722,-116.5773906,234.0
S73,Kamiah Municipal,Kamiah,ID,USA,46.21934028,-116.0134736,63.0
S80,Idaho County,Grangeville,ID,USA,45.94255806,-116.1234158,268.0
S83,Shoshone County,Kellogg,ID,USA,47.54769889,-116.1885008,15.0
S85,Big Sky,Culbertson,MT,USA,48.15333333,-104.5038889,0.0
S87,Weiser Municipal,Weiser,ID,USA,44.20683056,-116.9623869,482.0
S89,Craigmont Municipal,Craigmont,ID,USA,46.24710917,-116.4801447,322.0
S93,Cle Elum Municipal,Cle Elum,WA,USA,47.18317583,-120.884525,147.0
S94,Whitman County Memorial,Colfax,WA,USA,46.8584975,-117.4137964,308.0
S97,Anderson,Brewster,WA,USA,48.10486806,-119.7206128,251.0
SAA,Shively,Saratoga,WY,USA,41.44485944,-106.8235264,180.0
SAC,Sacramento Executive,Sacramento,CA,USA,38.51252389,-121.4934689,254.0
SAD,Safford Regional,Safford,AZ,USA,32.85331278,-109.6349708,28.0
SAF,Santa Fe Municipal,Santa Fe,NM,USA,35.61677778,-106.0881389,149.0
SAN,San Diego International-Lindbergh,San Diego,CA,USA,32.73355611,-117.1896567,149.0
SAR,Sparta Community-Hunter,Sparta,IL,USA,38.14893833,-89.69870972,0.0
SAT,San Antonio International,San Antonio,TX,USA,29.53369444,-98.46977778,0.0
SAV,Savannah International,Savannah,GA,USA,32.12758333,-81.20213889,0.0
SAW,Sawyer,Gwinn,MI,USA,46.35361111,-87.39583222,0.0
SAZ,Staples Municipal,Staples,MN,USA,46.38087944,-94.80660167,0.0
SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,456.0
SBD,San Bernardino International,San Bernardino,CA,USA,34.09535361,-117.2348742,421.0
SBM,Sheboygan County Memorial,Sheboygan,WI,USA,43.76949444,-87.85158944,60.0
SBN,South Bend Regional,South Bend,IN,USA,41.70895361,-86.31847417,37.0
SBO,Emanuel County,Swainsboro,GA,USA,32.60825,-82.36869444,0.0
